Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Travel_Frequently,990,Research & Development,6,5,Medical,2258,2,Female,97,3,1,Laboratory Technician,4,Divorced,2141,9262,7,No,14,3,2,3,7,4,3,4,2,0,3
29,Yes,Travel_Rarely,1389,Sales,20,4,Life Sciences,2259,4,Male,46,3,2,Sales Executive,4,Married,5689,20364,1,Yes,17,3,4,1,11,2,3,11,7,0,8
30,No,Travel_Rarely,1435,Research & Development,3,3,Medical,2260,3,Male,49,3,1,Laboratory Technician,2,Single,2096,15417,2,No,18,3,1,0,9,0,4,3,2,1,2
39,No,Travel_Frequently,468,Research & Development,10,3,Medical,2261,2,Male,45,3,1,Laboratory Technician,3,Single,3294,17285,0,No,14,3,4,0,9,3,3,8,7,5,7
38,No,Travel_Rarely,301,Sales,5,2,Life Sciences,2262,3,Female,74,3,2,Sales Executive,3,Married,5209,3193,3,No,18,3,3,2,8,2,4,4,2,0,3
26,No,Travel_Rarely,1145,Sales,10,3,Technical Degree,2263,1,Female,30,3,2,Sales Executive,4,Divorced,4777,18154,2,No,12,3,3,1,8,3,3,0,0,0,0
48,No,Non-Travel,636,Research & Development,19,4,Life Sciences,2264,4,Male,59,3,1,Laboratory Technician,3,Divorced,3072,10302,1,No,13,3,2,3,7,2,3,7,7,0,0
39,No,Travel_Rarely,662,Sales,2,4,Life Sciences,2265,4,Male,79,2,2,Sales Executive,4,Divorced,5204,19760,1,Yes,11,3,1,1,13,5,3,13,7,5,8
41,No,Travel_Rarely,956,Research & Development,6,4,Life Sciences,2266,4,Female,84,3,3,Manufacturing Director,3,Divorced,10854,15395,4,No,12,3,4,1,14,2,3,9,8,0,7
47,No,Travel_Rarely,469,Research & Development,8,3,Medical,2267,1,Male,57,3,4,Manufacturing Director,1,Divorced,17328,26085,4,No,12,3,1,1,21,3,2,20,6,4,17
33,Yes,Travel_Rarely,1308,Research & Development,4,3,Life Sciences,2268,3,Female,49,2,1,Laboratory Technician,3,Single,2220,22645,0,Yes,25,4,4,0,4,2,3,3,0,0,2
52,No,Travel_Frequently,147,Research & Development,1,4,Medical,2269,3,Male,35,3,1,Laboratory Technician,3,Divorced,2366,25326,0,No,13,3,3,1,20,2,3,20,7,0,9
40,No,Travel_Rarely,1082,Research & Development,4,3,Medical,2270,4,Male,95,3,1,Laboratory Technician,3,Married,16792,20489,8,Yes,12,3,1,1,8,2,2,6,4,0,5
31,No,Travel_Rarely,1237,Sales,7,2,Medical,2271,4,Male,84,3,2,Sales Executive,4,Divorced,5249,21081,4,No,18,3,4,1,13,3,2,7,7,6,5
30,No,Non-Travel,791,Research & Development,8,3,Life Sciences,2272,1,Female,45,2,2,Laboratory Technician,2,Married,3072,26062,1,Yes,21,4,3,1,11,2,3,10,8,7,8
28,Yes,Travel_Rarely,465,Research & Development,5,3,Medical,2273,1,Male,83,3,1,Research Scientist,2,Single,2351,5182,5,Yes,12,3,1,0,6,2,2,3,2,1,2
29,No,Travel_Rarely,335,Research & Development,18,4,Life Sciences,2274,4,Female,42,3,1,Research Scientist,3,Married,2782,7568,2,No,16,3,3,1,10,3,3,3,2,1,2
19,No,Travel_Rarely,658,Sales,2,1,Life Sciences,2275,4,Female,99,3,1,Sales Representative,4,Single,2121,19294,1,No,21,4,3,0,1,2,2,1,0,0,0
42,No,Travel_Rarely,469,Research & Development,9,5,Technical Degree,2276,4,Male,66,4,3,Healthcare Representative,4,Divorced,10648,20364,2,No,23,4,3,1,24,3,3,20,7,2,9
29,No,Non-Travel,1456,Research & Development,8,3,Medical,2277,3,Male,71,3,3,Research Director,3,Divorced,11713,12482,1,No,13,3,2,1,10,2,3,10,9,0,2
25,No,Travel_Rarely,397,Research & Development,1,1,Technical Degree,2278,3,Female,96,2,1,Research Scientist,1,Married,3408,6755,2,Yes,16,3,1,0,6,5,3,4,3,1,2
35,No,Travel_Rarely,1054,Sales,2,4,Medical,2279,3,Male,31,3,1,Sales Representative,4,Married,2404,5543,1,No,16,3,3,1,3,4,3,3,2,2,2
30,No,Travel_Frequently,1329,Sales,5,5,Marketing,2280,3,Male,38,3,2,Sales Executive,4,Married,5593,19239,1,Yes,16,3,1,1,10,3,3,10,7,0,9
38,No,Travel_Frequently,1302,Research & Development,25,3,Life Sciences,2281,1,Male,48,3,3,Manufacturing Director,4,Married,7870,4992,0,No,11,3,3,1,10,2,3,9,8,7,8
29,No,Travel_Rarely,574,Research & Development,1,2,Medical,2282,1,Female,64,2,1,Research Scientist,4,Married,3057,11761,0,No,22,4,1,2,7,2,2,5,4,0,4
28,No,Travel_Rarely,116,Research & Development,7,1,Life Sciences,2283,2,Female,84,3,1,Research Scientist,3,Single,2718,22961,1,No,14,3,1,0,5,2,3,5,4,0,3
34,No,Travel_Frequently,1180,Sales,2,4,Life Sciences,2284,3,Male,98,3,2,Sales Executive,4,Divorced,6538,25353,0,No,13,3,3,3,6,2,3,5,3,0,1
55,No,Travel_Rarely,1311,Research & Development,1,3,Life Sciences,2285,1,Male,94,3,5,Manager,1,Married,19436,15891,2,No,15,3,2,1,37,1,3,15,6,4,12
30,No,Travel_Rarely,370,Research & Development,9,1,Technical Degree,2286,1,Female,51,3,3,Manufacturing Director,1,Divorced,7969,22087,1,Yes,14,3,3,1,11,2,3,10,8,0,9
45,No,Travel_Frequently,252,Sales,7,2,Life Sciences,2287,3,Female,46,2,4,Sales Executive,3,Divorced,13734,12227,5,No,14,3,3,1,23,3,3,12,7,11,11
45,No,Travel_Rarely,918,Sales,2,4,Marketing,2288,1,Female,85,3,2,Sales Executive,3,Married,5237,23398,3,No,20,4,4,1,12,4,3,6,2,0,4
45,No,Travel_Frequently,1232,Research & Development,10,3,Life Sciences,2289,4,Female,35,3,3,Healthcare Representative,1,Divorced,7880,20364,0,No,13,3,3,2,23,3,4,11,10,0,9
39,No,Travel_Rarely,573,Research & Development,9,1,Medical,2290,3,Male,45,3,1,Research Scientist,2,Married,3452,22061,1,Yes,14,3,3,1,6,2,1,6,3,1,3
30,No,Travel_Rarely,654,Research & Development,2,3,Life Sciences,2291,1,Female,76,3,3,Manufacturing Director,3,Single,10903,7181,2,Yes,13,3,3,0,10,5,3,7,7,1,3
46,No,Travel_Rarely,1082,Research & Development,10,3,Medical,2292,3,Male,60,3,2,Laboratory Technician,3,Single,5902,6409,3,No,11,3,4,0,23,3,3,17,14,5,15
31,No,Travel_Rarely,1064,Research & Development,1,4,Life Sciences,2293,3,Male,65,2,1,Research Scientist,1,Married,2226,7747,1,Yes,22,4,2,0,6,2,3,6,3,0,4
26,No,Travel_Rarely,959,Research & Development,5,3,Life Sciences,2294,1,Male,45,4,1,Research Scientist,3,Single,4774,24444,1,No,19,3,3,0,8,2,1,8,7,0,7
30,No,Travel_Rarely,991,Research & Development,1,3,Medical,2295,2,Male,96,3,1,Research Scientist,3,Single,2546,18697,0,Yes,22,4,2,0,9,6,3,8,1,0,7
45,No,Travel_Rarely,1157,Research & Development,10,3,Medical,2296,1,Male,30,2,1,Research Scientist,4,Divorced,2008,12549,2,No,11,3,2,1,8,3,3,1,0,0,0
27,No,Travel_Rarely,243,Research & Development,8,2,Medical,2297,2,Female,93,2,1,Laboratory Technician,3,Married,3617,24812,5,Yes,15,3,4,1,6,2,1,2,2,2,2
38,No,Non-Travel,571,Research & Development,2,5,Medical,2298,3,Male,91,3,2,Manufacturing Director,4,Divorced,6272,9558,7,No,12,3,2,2,20,3,3,16,13,3,7
52,No,Travel_Rarely,1445,Research & Development,2,4,Medical,2299,3,Female,45,2,5,Research Director,2,Single,19038,19805,1,No,12,3,1,0,34,2,2,34,16,1,1
31,No,Travel_Rarely,652,Research & Development,2,1,Medical,2300,1,Female,37,3,4,Research Director,4,Married,16184,21445,0,No,12,3,2,1,9,3,4,8,7,1,7
40,No,Travel_Rarely,1370,Research & Development,2,4,Life Sciences,2301,2,Male,84,3,3,Healthcare Representative,1,Single,10435,17689,6,Yes,13,3,1,0,20,2,3,18,17,11,16
41,No,Travel_Rarely,1003,Research & Development,2,2,Medical,2302,2,Male,81,2,1,Laboratory Technician,2,Divorced,4968,16998,0,Yes,15,3,3,1,4,2,3,3,2,0,0
35,No,Travel_Rarely,969,Research & Development,8,4,Life Sciences,2303,4,Male,94,3,1,Laboratory Technician,3,Married,1274,12124,1,No,11,3,4,2,1,4,3,1,0,0,0
53,No,Travel_Rarely,1040,Sales,2,1,Marketing,2304,2,Male,95,3,4,Manager,4,Divorced,16856,22376,4,No,15,3,4,1,30,5,4,29,6,11,10
36,Yes,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,2305,4,Male,48,3,3,Healthcare Representative,3,Single,7632,9096,1,No,16,3,3,0,10,2,1,10,4,0,9
39,No,Travel_Frequently,1346,Sales,9,3,Life Sciences,2306,3,Male,92,3,2,Sales Executive,1,Married,4998,15589,1,No,18,3,2,3,8,3,3,7,7,7,7
41,No,Non-Travel,1223,Research & Development,2,1,Technical Degree,2307,3,Male,32,1,5,Manager,1,Married,19847,12992,1,No,13,3,3,1,21,2,3,21,6,2,6
57,No,Travel_Rarely,466,Research & Development,3,4,Life Sciences,2308,4,Male,65,3,2,Manufacturing Director,4,Single,5468,22539,2,No,13,3,4,0,12,2,3,7,7,7,7
34,No,Travel_Frequently,1429,Research & Development,1,4,Life Sciences,2309,2,Male,96,3,3,Manufacturing Director,2,Single,8722,18706,0,No,16,3,2,0,10,2,3,9,7,8,8
27,No,Travel_Rarely,638,Research & Development,9,2,Other,2310,4,Male,84,2,1,Laboratory Technician,3,Divorced,2800,25800,0,No,11,3,4,1,5,3,3,5,4,0,4
34,No,Travel_Rarely,534,Sales,2,2,Marketing,2311,3,Male,75,3,1,Sales Representative,4,Married,2285,26227,1,No,17,3,2,1,1,3,3,1,0,0,0
44,No,Travel_Rarely,1089,Research & Development,13,4,Life Sciences,2312,1,Female,43,4,2,Manufacturing Director,4,Married,5070,15891,1,No,11,3,3,1,7,2,2,7,1,7,7
35,No,Travel_Rarely,855,Sales,1,4,Marketing,2313,3,Male,82,3,3,Sales Executive,1,Married,7446,6729,1,No,17,3,2,1,10,5,3,10,7,0,8
36,No,Travel_Rarely,829,Research & Development,2,3,Medical,2314,3,Male,91,3,3,Research Director,4,Married,13664,15901,1,No,14,3,3,1,8,4,4,6,5,1,4
27,Yes,Travel_Rarely,821,Research & Development,9,1,Other,2315,4,Male,84,3,1,Laboratory Technician,4,Married,3229,8758,1,Yes,14,3,4,0,3,3,3,3,2,0,2
36,Yes,Travel_Rarely,360,Research & Development,2,2,Life Sciences,2316,3,Male,48,3,1,Laboratory Technician,4,Single,3646,22266,3,No,12,3,2,0,8,2,4,0,0,0,0
36,No,Travel_Frequently,1435,Research & Development,14,2,Medical,2317,4,Male,57,3,1,Laboratory Technician,3,Married,3761,15696,1,No,15,3,4,0,4,5,2,4,3,1,1
21,No,Travel_Rarely,1169,Research & Development,7,3,Medical,2318,2,Male,88,3,1,Research Scientist,3,Single,2821,4156,0,No,18,3,1,0,3,3,3,2,2,2,2
28,No,Travel_Rarely,862,Research & Development,1,3,Life Sciences,2319,4,Female,98,2,1,Laboratory Technician,3,Divorced,3617,22490,1,No,18,3,2,1,3,2,3,3,1,1,1
54,No,Travel_Rarely,699,Research & Development,4,2,Life Sciences,2320,4,Female,42,3,4,Manager,4,Married,17099,7636,4,No,24,4,1,1,26,2,3,13,11,4,6
30,No,Travel_Frequently,708,Sales,2,3,Medical,2321,3,Female,45,3,2,Sales Executive,4,Single,5207,22794,2,Yes,15,3,4,0,12,2,3,9,7,5,7
34,No,Travel_Rarely,1199,Research & Development,9,2,Medical,2322,2,Male,55,3,2,Healthcare Representative,2,Single,4736,12982,0,No,12,3,4,0,6,2,3,5,3,1,4
39,No,Travel_Rarely,1193,Research & Development,4,2,Medical,2323,1,Male,95,3,2,Manufacturing Director,3,Divorced,4272,11737,4,No,17,3,4,2,8,2,2,2,2,2,2
18,No,Non-Travel,574,Research & Development,4,3,Technical Degree,2324,4,Female,89,4,1,Laboratory Technician,2,Married,1675,19305,1,No,19,3,1,1,0,2,2,0,0,0,0
39,No,Travel_Rarely,1476,Sales,23,3,Life Sciences,2325,3,Female,79,3,2,Sales Executive,1,Single,8620,7790,0,No,18,3,4,0,9,5,2,8,7,7,7
35,Yes,Travel_Rarely,706,Sales,10,4,Marketing,2326,1,Male,88,3,1,Sales Representative,2,Single,2014,5050,1,No,12,3,1,0,2,3,3,2,2,2,2
47,No,Travel_Rarely,1082,Research & Development,2,4,Technical Degree,2327,1,Male,95,2,1,Research Scientist,3,Married,4377,9192,7,No,12,3,3,1,7,2,3,6,5,0,4
28,No,Travel_Rarely,783,Research & Development,1,3,Medical,2328,1,Male,62,3,1,Research Scientist,2,Married,3072,26767,1,No,18,3,3,1,10,3,3,10,7,6,7
41,No,Travel_Rarely,1146,Sales,2,3,Medical,2329,4,Female,56,3,2,Sales Executive,4,Single,9852,23099,1,No,12,3,4,0,10,2,3,10,8,6,0
31,No,Travel_Rarely,1485,Sales,5,4,Life Sciences,2330,3,Female,71,4,4,Manager,4,Divorced,1514,10893,1,No,20,4,4,1,1,2,2,1,0,0,0
36,No,Travel_Rarely,397,Research & Development,14,1,Medical,2331,2,Male,90,3,2,Healthcare Representative,2,Single,5538,4658,3,No,14,3,4,0,10,3,3,9,3,8,7
56,No,Travel_Frequently,1372,Research & Development,27,2,Medical,2332,3,Female,59,3,2,Manufacturing Director,2,Divorced,6586,14871,9,No,11,3,4,1,13,3,3,7,6,0,2
36,No,Travel_Rarely,1402,Research & Development,2,3,Life Sciences,2333,3,Female,89,4,1,Research Scientist,1,Single,2086,19373,2,No,21,4,3,0,18,3,3,4,3,1,3
36,No,Travel_Rarely,798,Human Resources,6,2,Medical,2334,4,Female,46,3,1,Human Resources,4,Married,2180,22955,6,No,18,3,2,0,6,2,3,3,2,2,2
31,No,Travel_Rarely,117,Sales,10,4,Medical,2335,3,Female,83,3,2,Sales Executive,3,Married,6118,5640,3,No,13,3,4,1,9,2,3,4,3,1,2
46,No,Travel_Rarely,1320,Sales,24,4,Marketing,2336,4,Male,48,2,3,Sales Executive,1,Divorced,10512,23343,1,No,14,3,3,1,28,3,3,22,11,15,8
38,No,Travel_Rarely,1210,Research & Development,26,3,Life Sciences,2337,4,Male,100,3,2,Manufacturing Director,1,Single,6179,17078,1,Yes,23,4,4,0,7,3,2,7,0,0,0
31,Yes,Travel_Rarely,523,Sales,3,5,Life Sciences,2338,2,Male,54,3,3,Sales Executive,3,Single,9204,17485,7,Yes,13,3,3,0,28,4,3,20,7,3,7
36,No,Travel_Frequently,1325,Research & Development,10,3,Life Sciences,2339,3,Male,68,3,3,Research Director,4,Single,13348,26551,1,Yes,21,4,3,0,17,0,3,17,13,2,11
28,No,Non-Travel,1115,Research & Development,4,3,Life Sciences,2340,3,Male,37,4,1,Laboratory Technician,2,Divorced,2089,5598,1,No,14,3,4,3,5,2,3,5,3,1,3
53,No,Non-Travel,945,Research & Development,6,4,Medical,2341,2,Female,83,2,5,Research Scientist,4,Married,19859,20948,7,No,13,3,1,2,32,2,2,4,3,1,2
26,Yes,Travel_Rarely,1256,Research & Development,8,3,Life Sciences,2342,4,Female,30,3,1,Laboratory Technician,2,Single,2380,4223,1,No,13,3,1,0,1,3,1,1,0,0,0
45,No,Non-Travel,806,Research & Development,2,5,Medical,2343,1,Male,84,3,2,Healthcare Representative,3,Single,6877,23288,7,No,13,3,3,0,10,2,3,8,7,0,1
31,No,Travel_Rarely,436,Human Resources,2,2,Life Sciences,2344,3,Male,89,3,1,Human Resources,4,Married,2741,22929,0,No,13,3,3,0,4,3,3,2,2,2,2
27,No,Travel_Rarely,1463,Sales,7,4,Life Sciences,2345,4,Female,41,3,2,Sales Executive,4,Single,5714,4258,1,No,16,3,3,0,7,3,3,7,7,1,7
29,No,Non-Travel,1395,Sales,16,3,Marketing,2346,1,Male,87,3,2,Sales Executive,3,Married,4999,17519,3,Yes,20,4,1,2,11,5,3,3,2,0,2
39,No,Travel_Rarely,1189,Sales,2,4,Life Sciences,2347,4,Male,87,4,2,Sales Executive,1,Married,6201,20439,0,No,15,3,1,1,16,0,3,15,15,5,2
27,Yes,Travel_Rarely,1178,Research & Development,9,3,Life Sciences,2348,4,Female,54,2,1,Research Scientist,1,Single,3579,7530,1,No,11,3,2,0,9,2,3,9,7,8,7
27,No,Travel_Frequently,573,Research & Development,9,4,Medical,2349,3,Female,93,3,2,Manufacturing Director,3,Single,6673,23398,1,Yes,12,3,4,0,7,2,3,7,7,0,5
30,No,Travel_Rarely,697,Sales,20,3,Life Sciences,2350,2,Male,31,3,3,Sales Executive,4,Married,7553,23757,0,No,14,3,2,1,10,2,3,8,7,7,7
23,No,Travel_Rarely,890,Research & Development,2,1,Medical,2351,2,Male,44,3,1,Research Scientist,4,Married,3904,7973,1,No,14,3,4,2,2,3,2,2,2,0,2
45,Yes,Travel_Rarely,845,Sales,2,4,Technical Degree,2352,2,Female,72,2,2,Sales Executive,4,Single,4736,8423,7,No,16,3,4,0,10,3,3,9,8,9,7
34,No,Travel_Rarely,1224,Research & Development,1,3,Life Sciences,2353,1,Male,43,2,1,Research Scientist,2,Married,2996,5182,6,No,11,3,1,1,6,2,3,4,2,0,3
58,No,Travel_Rarely,942,Research & Development,10,3,Medical,2354,1,Female,44,4,3,Healthcare Representative,4,Married,10388,13943,8,Yes,16,3,3,1,40,2,2,3,2,1,2
35,No,Travel_Rarely,1245,Sales,16,4,Life Sciences,2355,4,Male,96,2,2,Sales Executive,4,Single,6120,21534,1,Yes,15,3,2,0,6,2,3,6,4,0,2
27,Yes,Travel_Rarely,561,Sales,3,4,Medical,2356,3,Male,47,3,1,Sales Representative,1,Married,2819,22490,1,No,11,3,1,0,7,2,3,7,7,1,7
34,No,Travel_Rarely,1443,Research & Development,2,3,Medical,2357,2,Female,70,2,1,Laboratory Technician,3,Single,3646,5348,7,No,17,3,1,0,6,2,3,4,0,1,2
45,No,Non-Travel,1157,Sales,10,3,Life Sciences,2358,1,Male,84,2,2,Sales Executive,2,Married,6220,14369,0,Yes,21,4,1,1,9,3,4,7,7,0,7
50,No,Travel_Rarely,989,Research & Development,2,2,Life Sciences,2359,3,Male,55,3,5,Manager,3,Married,19859,3698,3,Yes,14,3,3,1,26,5,1,10,9,9,7
26,No,Travel_Rarely,775,Human Resources,2,1,Other,2360,1,Male,42,3,1,Human Resources,4,Divorced,2686,7324,0,No,17,3,2,3,5,2,2,4,3,0,2
31,No,Travel_Frequently,661,Research & Development,10,3,Medical,2361,2,Male,65,2,3,Research Director,3,Married,11994,21526,1,No,24,4,1,1,9,3,3,9,7,1,7
33,No,Travel_Rarely,703,Research & Development,1,2,Medical,2362,3,Male,77,3,3,Research Director,2,Single,13464,3372,6,No,11,3,3,0,12,2,2,1,0,0,0
48,No,Non-Travel,775,Sales,1,2,Life Sciences,2363,4,Female,86,2,2,Sales Executive,4,Single,5231,20763,3,No,17,3,4,0,8,3,4,0,0,0,0
58,No,Travel_Rarely,1002,Research & Development,10,4,Life Sciences,2364,3,Female,99,3,3,Manufacturing Director,2,Divorced,10903,23231,3,Yes,23,4,1,1,14,2,4,1,0,0,0
55,No,Travel_Rarely,1199,Sales,26,3,Life Sciences,2365,3,Male,44,3,4,Sales Executive,1,Single,13695,14377,7,Yes,13,3,4,0,33,2,3,12,9,3,8
21,No,Travel_Rarely,977,Research & Development,6,2,Medical,2366,4,Male,43,2,1,Laboratory Technician,3,Single,3646,15232,1,No,16,3,2,0,3,3,2,3,2,1,2
46,No,Travel_Frequently,721,Research & Development,11,4,Medical,2367,2,Female,72,3,3,Manager,1,Single,11631,3142,1,No,15,3,4,0,10,2,2,10,7,6,3
40,No,Travel_Rarely,590,Research & Development,3,1,Other,2368,3,Female,39,3,1,Laboratory Technician,3,Married,3669,26999,9,No,11,3,2,1,10,3,4,6,5,1,0
23,No,Travel_Rarely,894,Research & Development,7,1,Life Sciences,2369,3,Male,55,3,1,Research Scientist,2,Married,2936,5531,1,No,18,3,4,1,3,2,3,3,2,2,2
40,No,Travel_Frequently,1404,Sales,1,5,Life Sciences,2370,1,Male,59,3,3,Sales Executive,4,Divorced,9204,8571,5,No,14,3,2,1,10,4,2,4,2,1,2
58,No,Travel_Rarely,629,Research & Development,6,4,Technical Degree,2371,4,Male,84,3,1,Research Scientist,4,Married,2546,26999,4,No,15,3,1,2,8,4,4,2,2,2,2
48,No,Travel_Rarely,1324,Research & Development,25,3,Life Sciences,2372,3,Male,85,3,1,Research Scientist,3,Divorced,2372,10224,9,No,15,3,3,3,20,2,3,2,2,2,2
52,No,Travel_Rarely,325,Sales,2,4,Marketing,2373,3,Female,52,3,2,Sales Executive,3,Divorced,7547,5518,7,No,17,3,3,3,13,2,3,8,2,0,7
36,No,Travel_Rarely,1084,Sales,10,4,Medical,2374,2,Female,66,1,3,Sales Executive,4,Divorced,7104,24032,4,No,13,3,2,3,13,3,3,3,2,1,2
44,No,Travel_Rarely,1245,Research & Development,2,3,Life Sciences,2375,1,Male,42,3,1,Laboratory Technician,3,Married,3633,12858,3,Yes,23,4,2,1,7,3,2,3,2,0,2
28,Yes,Travel_Rarely,572,Research & Development,2,4,Technical Degree,2376,4,Male,50,3,2,Healthcare Representative,3,Single,5228,2354,6,No,13,3,1,0,10,1,3,7,7,3,7
34,No,Travel_Frequently,638,Research & Development,9,4,Medical,2377,3,Male,43,3,1,Research Scientist,4,Divorced,2760,9964,3,No,12,3,2,1,11,3,2,7,7,0,7
38,No,Non-Travel,1467,Sales,2,2,Life Sciences,2378,4,Male,76,3,1,Sales Representative,1,Married,3646,20439,6,No,14,3,3,0,7,2,2,0,0,0,0
29,Yes,Travel_Frequently,942,Sales,7,2,Medical,2379,2,Male,79,3,1,Sales Representative,3,Divorced,2800,17171,1,Yes,13,3,1,1,1,2,4,1,0,0,0
34,No,Travel_Frequently,1255,Research & Development,2,3,Other,2380,1,Male,35,2,1,Laboratory Technician,2,Single,2432,11924,0,No,13,3,4,0,10,2,3,9,8,0,7
19,No,Travel_Rarely,741,Sales,29,3,Life Sciences,2381,3,Female,88,3,2,Sales Executive,3,Single,5231,20586,0,Yes,17,3,4,0,11,3,1,6,0,1,5
31,No,Non-Travel,1498,Research & Development,7,4,Life Sciences,2382,3,Male,30,3,1,Laboratory Technician,2,Married,3722,5678,1,Yes,11,3,4,1,10,5,3,10,7,8,2
56,No,Travel_Rarely,1242,Research & Development,1,3,Medical,2383,1,Male,81,3,3,Manufacturing Director,4,Married,10453,4156,6,Yes,14,3,4,0,36,3,3,24,7,2,7
44,No,Travel_Rarely,1099,Research & Development,7,2,Medical,2384,4,Male,46,3,1,Laboratory Technician,3,Married,2596,15170,5,Yes,13,3,4,1,8,3,3,2,2,2,2
30,No,Travel_Rarely,1184,Sales,4,3,Marketing,2385,4,Male,67,3,2,Sales Executive,3,Married,5768,24442,0,No,14,3,1,0,12,2,2,11,9,11,9
46,No,Travel_Frequently,1456,Sales,1,4,Marketing,2386,3,Male,76,4,3,Sales Executive,3,Divorced,10527,2447,9,No,12,3,2,3,22,2,3,16,13,4,13
36,No,Travel_Rarely,722,Research & Development,9,3,Life Sciences,2387,3,Male,35,3,2,Healthcare Representative,2,Divorced,6524,26507,1,No,25,4,4,1,10,2,3,10,8,6,8
39,No,Travel_Frequently,827,Research & Development,2,2,Medical,2388,2,Female,44,3,2,Manufacturing Director,1,Married,4244,5630,4,No,21,4,4,1,9,6,4,4,3,1,2
37,No,Travel_Rarely,1050,Sales,2,4,Marketing,2389,4,Male,75,3,2,Sales Executive,1,Divorced,5454,22577,3,No,22,4,2,1,7,2,3,5,4,0,3
32,No,Travel_Rarely,1333,Sales,3,1,Life Sciences,2390,2,Female,91,2,1,Sales Representative,4,Married,2592,5242,2,No,17,3,3,1,5,3,2,1,0,0,0
27,No,Travel_Rarely,155,Research & Development,9,4,Life Sciences,2391,1,Female,49,3,1,Research Scientist,1,Married,2450,6217,1,No,20,4,3,1,3,2,3,3,2,1,2
31,No,Travel_Rarely,715,Research & Development,17,4,Life Sciences,2392,2,Male,83,1,2,Manufacturing Director,2,Married,4577,20652,2,No,23,4,1,3,4,2,3,1,0,0,0
32,No,Travel_Rarely,1091,Research & Development,2,1,Medical,2393,3,Male,36,2,1,Research Scientist,4,Married,3920,16374,0,No,16,3,2,1,6,3,3,5,3,1,4
31,No,Travel_Rarely,267,Research & Development,7,4,Other,2394,3,Male,33,3,1,Research Scientist,2,Single,2657,21158,0,No,23,4,3,0,8,1,3,7,2,1,7
50,No,Travel_Rarely,1441,Research & Development,21,3,Life Sciences,2395,2,Male,54,3,3,Healthcare Representative,4,Married,10820,25592,2,No,12,3,3,1,19,3,3,5,3,1,3
32,No,Non-Travel,835,Sales,2,4,Life Sciences,2396,2,Male,33,3,2,Sales Executive,3,Married,9071,24052,0,No,13,3,3,1,9,2,3,7,7,4,5
49,No,Travel_Frequently,130,Research & Development,9,3,Medical,2397,3,Male,76,3,1,Laboratory Technician,4,Single,2450,18611,1,No,20,4,4,0,9,5,3,9,7,0,6
43,No,Travel_Rarely,505,Research & Development,8,3,Medical,2398,2,Male,98,3,3,Research Director,3,Married,11916,19715,6,No,14,3,1,1,11,3,4,4,2,1,3
33,No,Travel_Rarely,723,Research & Development,1,2,Medical,2399,4,Male,90,4,1,Laboratory Technician,4,Married,4084,4223,6,No,15,3,3,1,7,3,3,4,2,1,2
30,No,Travel_Rarely,1411,Human Resources,4,3,Human Resources,2400,3,Male,43,4,3,Human Resources,3,Divorced,8837,3423,7,No,17,3,2,1,15,4,3,14,8,5,8
35,No,Travel_Rarely,325,Research & Development,19,4,Medical,2401,1,Female,87,3,1,Laboratory Technician,4,Married,2342,9192,6,No,21,4,4,2,17,2,3,5,3,4,2
28,No,Travel_Rarely,462,Sales,1,3,Life Sciences,2402,3,Male,60,3,1,Sales Representative,3,Divorced,3117,20328,6,No,14,3,3,1,5,3,1,0,0,0,0
34,No,Travel_Rarely,806,Research & Development,9,4,Medical,2403,4,Male,92,3,1,Laboratory Technician,1,Single,2332,18368,0,Yes,22,4,4,0,5,2,1,4,1,0,3
41,No,Travel_Frequently,350,Research & Development,22,3,Life Sciences,2404,4,Male,32,2,2,Manufacturing Director,2,Married,4332,21029,1,No,22,4,3,1,20,2,3,20,6,4,16
27,No,Travel_Frequently,1303,Research & Development,9,2,Medical,2405,4,Female,60,3,1,Research Scientist,4,Divorced,2342,22474,1,No,14,3,1,3,5,3,3,5,2,0,2
25,No,Travel_Rarely,1278,Sales,2,3,Life Sciences,2406,2,Male,92,3,2,Sales Executive,1,Divorced,4221,15276,1,No,12,3,4,1,4,3,3,4,2,0,2
32,No,Travel_Rarely,506,Research & Development,1,3,Life Sciences,2407,4,Female,62,3,1,Research Scientist,4,Single,3975,26085,6,No,19,3,2,0,6,0,2,3,2,0,2
39,No,Travel_Rarely,1299,Research & Development,3,3,Medical,2408,4,Male,47,3,5,Manager,1,Divorced,19272,22670,1,No,14,3,2,1,21,2,3,21,6,13,11
26,Yes,Travel_Rarely,996,Research & Development,1,3,Medical,2409,1,Male,33,3,3,Manufacturing Director,4,Married,8726,17369,1,Yes,15,3,3,0,9,3,3,9,5,1,7
